Species,Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Year,Month,Week,DayOfWeek,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,T900,T115,T002,T138,T003,T128,T225,T011,T903,T013,T008
2.0,17,T094,41.720848,-87.666014,9,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,75,T148,42.01743,-87.687769,8,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,75,T148,42.01743,-87.687769,8,3,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,15,T153,41.907645,-87.760886,8,3,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,89,T159,41.732984,-87.649642,8,17,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,89,T159,41.732984,-87.649642,8,50,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,89,T159,41.732984,-87.649642,8,28,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
9.0,89,T159,41.732984,-87.649642,8,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,36,T011,41.944869,-87.832763,8,27,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,1,0,0,0
2.0,36,T011,41.944869,-87.832763,8,4,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,1,0,0,0
6.0,72,T016,42.011601,-87.811506,8,8,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,72,T016,42.011601,-87.811506,8,2,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,58,T028,41.986921,-87.689778,9,5,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,58,T028,41.986921,-87.689778,9,3,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,50,T031,41.801498,-87.763416,9,33,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,50,T031,41.801498,-87.763416,9,28,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,50,T031,41.801498,-87.763416,9,18,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,14,T033,41.906638,-87.701431,9,2,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,10,T089,41.723195,-87.64997,5,13,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,11,T090,41.868077,-87.666901,9,11,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,11,T090,41.868077,-87.666901,9,2,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,42,T135,41.662014,-87.724608,8,31,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,42,T135,41.662014,-87.724608,8,30,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,43,T145,41.878114,-87.629798,3,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,28,T147,41.932094,-87.700117,8,11,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,28,T147,41.932094,-87.700117,8,6,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,70,T151,41.916265,-87.800515,8,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,70,T151,41.916265,-87.800515,8,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,35,T158,41.682587,-87.707973,9,12,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,35,T158,41.682587,-87.707973,9,8,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,37,T218,41.948167,-87.730698,8,15,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,37,T218,41.948167,-87.730698,8,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,45,T220,41.963976,-87.69181,9,4,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,45,T220,41.963976,-87.69181,9,5,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,46,T003,41.964242,-87.757639,8,9,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,1,0,0,0,0,0,0
6.0,70,T008,42.008314,-87.777921,9,50,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,1
6.0,70,T008,42.008314,-87.777921,9,5,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,1
2.0,70,T008,42.008314,-87.777921,9,7,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,1
6.0,61,T012,41.991429,-87.747113,8,11,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,61,T012,41.991429,-87.747113,8,5,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,11,T047,41.868142,-87.696269,9,2,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,11,T047,41.868142,-87.696269,9,2,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,12,T018,42.010412,-87.66214,8,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,10,T030,41.89923,-87.716788,9,21,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,33,T144,41.94016,-87.794896,9,32,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,33,T144,41.94016,-87.794896,9,6,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,11,T160,41.903002,-87.688267,8,3,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,11,T160,41.903002,-87.688267,8,3,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,60,T017,41.960616,-87.777189,9,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,60,T017,41.960616,-87.777189,9,2,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,33,T095,41.704336,-87.703736,8,8,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,17,T039,41.911824,-87.726737,9,2,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,22,T061,41.801179,-87.679447,8,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,35,T062,41.800737,-87.71188,8,4,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,52,T065,41.778297,-87.752411,9,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,67,T066,41.77166,-87.703047,8,2,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,67,T066,41.77166,-87.703047,8,6,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,22,T069,41.768388,-87.678649,8,2,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,22,T069,41.768388,-87.678649,8,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,10,T073,41.773215,-87.60088,8,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,39,T074,41.822536,-87.666343,9,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
9.0,39,T074,41.822536,-87.666343,9,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,71,T079,41.766202,-87.562889,9,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,40,T081,41.821582,-87.627796,9,3,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,52,T114,41.798697,-87.736812,8,2,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
9.0,52,T114,41.798697,-87.736812,8,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,37,T063,41.82561,-87.726549,9,3,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
9.0,37,T063,41.82561,-87.726549,9,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,12,T115,41.673408,-87.599862,5,2,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,1,0,0,0,0,0,0,0,0,0
2.0,12,T115,41.673408,-87.599862,5,4,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,1,0,0,0,0,0,0,0,0,0
2.0,10,T138,41.726465,-87.585413,5,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,1,0,0,0,0,0,0,0
9.0,10,T138,41.726465,-87.585413,5,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,1,0,0,0,0,0,0,0
6.0,13,T200,41.678618,-87.559308,5,6,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,13,T200,41.678618,-87.559308,5,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,13,T209,41.740641,-87.546587,5,3,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,13,T209,41.740641,-87.546587,5,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,37,T212,41.680946,-87.535198,8,8,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,37,T212,41.680946,-87.535198,8,11,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
2.0,24,T128,41.704572,-87.565666,8,1,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,1,0,0,0,0,0
6.0,91,T009,41.992478,-87.862995,8,2,0,2009,6,25,4,87.0,65.5,76.5,6.5,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05,0,0,0,0,0,0,0,0,0,0,0
6.0,11,T048,41.867108,-87.654224,8,19,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,0,0,0,0,0,0,0,0,0,0,0
2.0,11,T048,41.867108,-87.654224,8,36,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,0,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,23,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,4,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,6,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,23,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,14,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T900,41.974689,-87.890615,9,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
2.0,10,T900,41.974689,-87.890615,9,13,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
2.0,10,T900,41.974689,-87.890615,9,19,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
2.0,10,T900,41.974689,-87.890615,9,7,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
2.0,10,T900,41.974689,-87.890615,9,27,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
2.0,10,T900,41.974689,-87.890615,9,10,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,1,0,0,0,0,0,0,0,0,0,0
6.0,10,T903,41.957799,-87.930995,5,50,0,2009,6,26,0,89.0,69.0,79.5,9.5,67.0,71.0,0.0,14.5,0.075,29.12,29.78,4.65,11.5,6.4,0,0,0,0,0,0,0,0,1,0,0
